,loan_amnt,term_is_36,int_rate,grade,sub_grade,emp_length,annual_inc,purpose,addr_state,dti,inq_last_6mths,open_acc,pub_rec_bankruptcies,default
31370,7000.0,1,0.0788,A,A5,2.0,42000.0,debt_consolidation,NJ,0.174,2.0,11.0,0,0
31371,10000.0,1,0.10619999999999999,B,B3,10.0,55000.0,other,OR,0.1298,0.0,8.0,0,0
31372,12000.0,1,0.1099,B,B4,5.0,56000.0,debt_consolidation,PA,0.0662,0.0,10.0,0,0
31373,25000.0,1,0.1459,D,D1,10.0,139000.0,credit_card,CA,0.1471,0.0,10.0,0,0
31374,5750.0,1,0.11359999999999999,B,B5,4.0,34000.0,debt_consolidation,CA,0.1902,0.0,11.0,1,0
31375,6000.0,1,0.10619999999999999,B,B3,10.0,124500.0,other,MI,0.22190000000000001,0.0,13.0,0,0
31376,6500.0,1,0.11359999999999999,B,B5,0.0,24000.0,other,TX,0.0125,2.0,2.0,0,0
31377,15000.0,1,0.1025,B,B2,7.0,48000.0,other,TX,0.06280000000000001,0.0,6.0,0,0
31378,5000.0,1,0.10619999999999999,B,B3,2.0,47000.0,other,FL,0.1517,2.0,12.0,0,0
31379,4000.0,1,0.10619999999999999,B,B3,10.0,52000.0,car,CT,0.1011,0.0,10.0,0,0
31380,10000.0,1,0.1273,C,C1,10.0,56000.0,major_purchase,VT,0.0167,1.0,5.0,1,0
31381,2000.0,1,0.09880000000000001,B,B1,3.0,50450.0,other,CA,0.08990000000000001,0.0,4.0,0,0
31382,10800.0,1,0.0788,A,A5,9.0,54000.0,debt_consolidation,GA,0.2164,0.0,11.0,0,0
31383,14400.0,1,0.10619999999999999,B,B3,5.0,87663.0,credit_card,KY,0.1751,0.0,17.0,0,0
31384,16500.0,1,0.0788,A,A5,10.0,68000.0,credit_card,CA,0.0286,0.0,7.0,0,0
31385,14700.0,1,0.0788,A,A5,5.0,91000.0,debt_consolidation,TX,0.1991,1.0,11.0,0,0
31386,3000.0,1,0.0639,A,A1,0.0,55000.0,other,CO,0.18309999999999998,0.0,8.0,0,0
31387,16000.0,1,0.1099,B,B4,6.0,76000.0,debt_consolidation,CO,0.12279999999999999,2.0,6.0,0,0
31388,18000.0,1,0.1025,B,B2,10.0,82800.0,debt_consolidation,CA,0.1391,1.0,8.0,0,0
31389,10000.0,1,0.157,D,D4,10.0,72000.0,credit_card,NY,0.1745,3.0,8.0,0,0
31390,18000.0,1,0.13849999999999998,C,C4,0.0,62000.0,other,MD,0.1605,0.0,7.0,0,0
31391,6000.0,1,0.07139999999999999,A,A3,10.0,228000.0,major_purchase,OR,0.07490000000000001,0.0,11.0,0,0
31392,10000.0,1,0.0751,A,A4,7.0,45000.0,wedding,TX,0.0125,0.0,6.0,0,0
31393,3000.0,1,0.0788,A,A5,3.0,50000.0,small_business,PA,0.0883,1.0,8.0,0,0
31394,7000.0,1,0.10619999999999999,B,B3,5.0,23460.0,major_purchase,FL,0.1079,1.0,10.0,0,0
31395,4500.0,1,0.07139999999999999,A,A3,10.0,108000.0,other,GA,0.1011,0.0,13.0,0,0
31396,21000.0,1,0.1941,F,F4,2.0,77250.0,debt_consolidation,MA,0.0788,0.0,6.0,0,0
31397,8000.0,1,0.0751,A,A4,10.0,250000.0,home_improvement,CA,0.0507,4.0,6.0,0,0
31398,12000.0,1,0.1099,B,B4,10.0,120000.0,other,CA,0.23010000000000003,3.0,6.0,0,0
31399,16000.0,1,0.1311,C,C2,3.0,51000.0,debt_consolidation,TX,0.1812,1.0,6.0,0,0
31400,8500.0,1,0.1348,C,C3,2.0,24570.0,debt_consolidation,AL,0.1035,1.0,3.0,0,0
31401,14500.0,1,0.1273,C,C1,10.0,55000.0,debt_consolidation,RI,0.2121,0.0,11.0,0,0
31402,20000.0,1,0.1311,C,C2,10.0,39500.0,debt_consolidation,TX,0.1935,0.0,4.0,0,0
31403,3500.0,1,0.1025,B,B2,1.0,33000.0,other,NY,0.09050000000000001,1.0,3.0,0,0
31404,6250.0,1,0.1025,B,B2,10.0,28800.0,debt_consolidation,FL,0.1804,0.0,5.0,0,0
31405,18000.0,1,0.17190000000000003,E,E3,3.0,45000.0,debt_consolidation,GA,0.1013,2.0,3.0,0,1
31406,8000.0,1,0.1793,E,E5,8.0,43800.0,debt_consolidation,NJ,0.1959,0.0,7.0,0,0
31407,2000.0,1,0.11359999999999999,B,B5,0.0,24432.0,debt_consolidation,TX,0.0697,0.0,5.0,0,0
31408,7500.0,1,0.1099,B,B4,8.0,85000.0,home_improvement,TX,0.0751,7.0,9.0,0,0
31409,3000.0,1,0.11359999999999999,B,B5,10.0,108000.0,other,WY,0.1804,0.0,24.0,0,0
31410,15600.0,1,0.157,D,D4,4.0,91080.0,other,CO,0.1867,1.0,10.0,0,0
31411,25000.0,1,0.1533,D,D3,1.0,142500.0,debt_consolidation,MD,0.13390000000000002,1.0,16.0,0,0
31412,15000.0,1,0.09880000000000001,B,B1,10.0,51600.0,wedding,NY,0.21600000000000003,3.0,8.0,0,0
31413,18000.0,1,0.1099,B,B4,5.0,73200.0,home_improvement,TX,0.0026,0.0,6.0,0,0
31414,6000.0,1,0.0676,A,A2,10.0,82000.0,other,MA,0.004,1.0,9.0,0,0
31415,3500.0,1,0.0751,A,A4,2.0,21600.0,other,OH,0.2133,3.0,5.0,0,0
31416,7500.0,1,0.1025,B,B2,1.0,60000.0,debt_consolidation,CA,0.1162,2.0,13.0,0,1
31417,4800.0,1,0.1273,C,C1,9.0,64000.0,debt_consolidation,TX,0.1112,0.0,9.0,0,0
31418,15000.0,1,0.1422,C,C5,2.0,40000.0,other,NY,0.0837,0.0,4.0,0,0
31419,6000.0,1,0.07139999999999999,A,A3,10.0,60000.0,small_business,WI,0.1942,0.0,16.0,0,0
31420,5000.0,1,0.11359999999999999,B,B5,5.0,80000.0,major_purchase,MI,0.1081,3.0,7.0,0,0
31421,3500.0,1,0.0788,A,A5,3.0,51000.0,debt_consolidation,CA,0.2089,0.0,6.0,0,0
31422,5000.0,1,0.0751,A,A4,3.0,42000.0,other,NY,0.24170000000000003,0.0,10.0,0,0
31423,14400.0,1,0.13849999999999998,C,C4,1.0,102000.0,debt_consolidation,VA,0.17559999999999998,0.0,10.0,0,0
31424,10000.0,1,0.1533,D,D3,9.0,106000.0,wedding,TX,0.09820000000000001,2.0,8.0,0,0
31425,6000.0,1,0.1099,B,B4,1.0,24000.0,debt_consolidation,OK,0.073,3.0,9.0,0,0
31426,10750.0,1,0.1025,B,B2,3.0,24960.0,debt_consolidation,UT,0.2024,0.0,5.0,0,0
31427,10000.0,1,0.0788,A,A5,2.0,47000.0,wedding,NY,0.18969999999999998,0.0,12.0,0,0
31429,7750.0,1,0.0751,A,A4,10.0,78000.0,small_business,FL,0.1363,0.0,11.0,0,0
31430,24250.0,1,0.1422,C,C5,10.0,198000.0,debt_consolidation,CA,0.1292,0.0,13.0,0,0
31431,13000.0,1,0.10619999999999999,B,B3,4.0,61615.0,debt_consolidation,NV,0.19829999999999998,0.0,10.0,0,0
31432,25000.0,1,0.11359999999999999,B,B5,1.0,81600.0,credit_card,MA,0.1771,0.0,13.0,0,0
31433,15000.0,1,0.1025,B,B2,10.0,61400.0,debt_consolidation,GA,0.1999,1.0,11.0,0,0
31434,20000.0,1,0.11359999999999999,B,B5,3.0,102000.0,debt_consolidation,FL,0.0605,1.0,12.0,0,0
31435,10000.0,1,0.1025,B,B2,10.0,186000.0,small_business,MO,0.0684,3.0,5.0,0,1
31436,2000.0,1,0.0788,A,A5,3.0,65000.0,small_business,CA,0.17800000000000002,0.0,11.0,0,0
31437,2400.0,1,0.1099,B,B4,7.0,27000.0,other,GA,0.2267,0.0,12.0,0,0
31438,10000.0,1,0.07139999999999999,A,A3,5.0,150000.0,vacation,NJ,0.0132,0.0,11.0,0,0
31439,6000.0,1,0.1273,C,C1,2.0,30288.0,other,VA,0.0567,0.0,7.0,0,0
31440,6000.0,1,0.1422,C,C5,8.0,36250.0,other,NJ,0.1566,0.0,13.0,0,0
31441,4800.0,1,0.0788,A,A5,2.0,140000.0,debt_consolidation,VA,0.1593,1.0,11.0,0,0
31442,12500.0,1,0.1025,B,B2,4.0,60000.0,debt_consolidation,CO,0.0946,0.0,14.0,0,0
31443,5000.0,1,0.157,D,D4,1.0,36000.0,medical,CA,0.0317,0.0,7.0,0,1
31444,2000.0,1,0.1099,B,B4,4.0,25000.0,major_purchase,MA,0.20829999999999999,3.0,10.0,0,0
31445,10000.0,1,0.09880000000000001,B,B1,10.0,23000.0,debt_consolidation,WI,0.1393,0.0,4.0,0,0
31446,6400.0,1,0.0751,A,A4,10.0,40000.0,other,AZ,0.0321,0.0,6.0,0,0
31447,5000.0,1,0.0676,A,A2,4.0,90000.0,other,CA,0.019299999999999998,1.0,10.0,0,0
31448,12000.0,1,0.10619999999999999,B,B3,9.0,150000.0,debt_consolidation,DC,0.1293,1.0,12.0,0,0
31449,12000.0,1,0.1311,C,C2,4.0,55000.0,debt_consolidation,CA,0.15710000000000002,0.0,4.0,0,0
31450,4800.0,1,0.1422,C,C5,10.0,120000.0,car,FL,0.1447,0.0,16.0,0,0
31451,13000.0,1,0.09880000000000001,B,B1,2.0,130000.0,debt_consolidation,NY,0.092,0.0,6.0,0,0
31452,6500.0,1,0.0676,A,A2,1.0,56000.0,credit_card,VA,0.1176,0.0,9.0,0,0
31453,2400.0,1,0.1496,D,D2,0.0,25800.0,credit_card,VA,0.1041,1.0,8.0,1,0
31454,1000.0,1,0.11359999999999999,B,B5,1.0,7800.0,educational,UT,0.07690000000000001,1.0,6.0,0,0
31455,7000.0,1,0.1496,D,D2,0.0,82000.0,debt_consolidation,OH,0.13140000000000002,0.0,5.0,0,0
31456,7000.0,1,0.0751,A,A4,10.0,123000.0,home_improvement,TX,0.0713,0.0,5.0,0,0
31457,21250.0,1,0.157,D,D4,6.0,55000.0,debt_consolidation,MI,0.2169,2.0,5.0,0,0
31458,8500.0,1,0.10619999999999999,B,B3,2.0,45000.0,debt_consolidation,KY,0.020099999999999996,1.0,12.0,0,0
31459,8500.0,1,0.0751,A,A4,5.0,80000.0,home_improvement,OH,0.2323,1.0,15.0,0,0
31460,7000.0,1,0.1273,C,C1,10.0,83000.0,debt_consolidation,TX,0.0,0.0,3.0,1,0
31461,6000.0,1,0.0788,A,A5,1.0,48000.0,other,FL,0.014499999999999999,0.0,5.0,0,0
31462,5000.0,1,0.11359999999999999,B,B5,5.0,61498.0,debt_consolidation,OH,0.1746,0.0,13.0,0,0
31463,7500.0,1,0.1273,C,C1,7.0,40000.0,debt_consolidation,WA,0.0984,0.0,23.0,0,0
31464,5000.0,1,0.10619999999999999,B,B3,3.0,74000.0,home_improvement,NJ,0.12710000000000002,0.0,15.0,0,0
31465,1800.0,1,0.0676,A,A2,2.0,25200.0,credit_card,IL,0.0605,0.0,7.0,0,0
31466,9600.0,1,0.1348,C,C3,1.0,40000.0,medical,TX,0.2097,0.0,9.0,0,0
31467,5000.0,1,0.1273,C,C1,2.0,45000.0,debt_consolidation,MD,0.14429999999999998,0.0,6.0,1,0
31468,12000.0,1,0.1422,C,C5,0.0,53000.0,small_business,GA,0.1906,1.0,14.0,0,0
31469,25000.0,1,0.1099,B,B4,10.0,85000.0,debt_consolidation,FL,0.10550000000000001,0.0,11.0,0,0
31470,12000.0,1,0.11359999999999999,B,B5,9.0,42500.0,debt_consolidation,VA,0.0556,1.0,4.0,0,0
31471,4200.0,1,0.1311,C,C2,10.0,250000.0,other,TX,0.1058,0.0,8.0,0,0
31472,2500.0,1,0.1422,C,C5,5.0,120000.0,other,CA,0.0944,0.0,5.0,0,0
31473,16000.0,1,0.157,D,D4,9.0,52000.0,credit_card,CA,0.1371,0.0,10.0,0,0
31474,15000.0,1,0.10619999999999999,B,B3,2.0,56000.0,credit_card,CT,0.192,0.0,5.0,0,0
31475,14500.0,1,0.1459,D,D1,1.0,36000.0,debt_consolidation,NY,0.18230000000000002,0.0,7.0,0,1
31476,4000.0,1,0.1348,C,C3,3.0,115000.0,other,CA,0.16820000000000002,2.0,10.0,0,0
31477,14000.0,1,0.0788,A,A5,4.0,46800.0,credit_card,MA,0.0074,1.0,5.0,0,0
31478,3200.0,1,0.0788,A,A5,2.0,79000.0,credit_card,VA,0.1818,2.0,13.0,0,0
31479,6000.0,1,0.1533,D,D3,6.0,58750.0,wedding,CA,0.1603,0.0,10.0,0,0
31480,14000.0,1,0.0788,A,A5,9.0,118000.0,small_business,FL,0.0011,0.0,9.0,0,0
31481,16000.0,1,0.13849999999999998,C,C4,10.0,51000.0,credit_card,CA,0.1492,0.0,15.0,0,0
31482,10000.0,1,0.16820000000000002,E,E2,0.0,20000.0,other,AL,0.0828,0.0,3.0,0,0
31483,20000.0,1,0.10619999999999999,B,B3,9.0,78000.0,credit_card,CA,0.1942,0.0,11.0,0,0
31484,7000.0,1,0.1099,B,B4,1.0,37200.0,credit_card,FL,0.0877,0.0,6.0,0,0
31485,10000.0,1,0.16820000000000002,E,E2,4.0,50000.0,debt_consolidation,FL,0.1349,0.0,7.0,0,0
31486,10000.0,1,0.1348,C,C3,2.0,50000.0,debt_consolidation,CO,0.1826,0.0,11.0,0,1
31487,3300.0,1,0.1099,B,B4,1.0,45000.0,car,NM,0.1125,1.0,9.0,0,0
31488,24250.0,1,0.10619999999999999,B,B3,1.0,62500.0,small_business,VA,0.149,1.0,14.0,0,0
31489,8000.0,1,0.10619999999999999,B,B3,2.0,60000.0,debt_consolidation,WI,0.16260000000000002,1.0,12.0,0,0
31490,22000.0,1,0.1025,B,B2,4.0,72000.0,major_purchase,GA,0.19870000000000002,0.0,13.0,0,0
31491,20000.0,1,0.1348,C,C3,2.0,65000.0,small_business,TX,0.0753,0.0,4.0,0,1
31492,9600.0,1,0.1348,C,C3,7.0,37800.0,other,CA,0.2384,0.0,7.0,0,1
31493,9000.0,1,0.0788,A,A5,10.0,95000.0,credit_card,GA,0.09179999999999999,1.0,9.0,0,0
31494,8500.0,1,0.09880000000000001,B,B1,5.0,55000.0,credit_card,HI,0.0040999999999999995,0.0,8.0,0,0
31495,3250.0,1,0.1273,C,C1,3.0,60000.0,debt_consolidation,FL,0.2144,0.0,12.0,0,0
31496,8500.0,1,0.07139999999999999,A,A3,4.0,36500.0,credit_card,WA,0.1131,0.0,10.0,0,0
31497,14000.0,1,0.10619999999999999,B,B3,5.0,95000.0,car,VA,0.0128,0.0,5.0,0,0
31498,2000.0,1,0.1348,C,C3,0.0,20928.0,major_purchase,AZ,0.07400000000000001,1.0,12.0,0,0
31499,10000.0,1,0.1422,C,C5,9.0,56700.0,debt_consolidation,FL,0.139,2.0,9.0,0,0
31500,6400.0,1,0.1311,C,C2,3.0,53000.0,car,WI,0.19149999999999998,2.0,10.0,0,0
31501,16000.0,1,0.1273,C,C1,10.0,110000.0,debt_consolidation,IL,0.12029999999999999,0.0,7.0,0,0
31502,18000.0,1,0.1348,C,C3,10.0,95000.0,credit_card,MI,0.1971,0.0,12.0,0,0
31503,7000.0,1,0.13849999999999998,C,C4,2.0,58000.0,other,NY,0.20440000000000003,1.0,18.0,0,1
31504,4000.0,1,0.07139999999999999,A,A3,2.0,250000.0,credit_card,CA,0.0277,1.0,17.0,0,0
31505,25000.0,1,0.1099,B,B4,8.0,220000.0,moving,FL,0.1751,3.0,9.0,0,1
31506,15000.0,1,0.1533,D,D3,10.0,38000.0,credit_card,TX,0.18280000000000002,0.0,11.0,0,0
31507,18000.0,1,0.1496,D,D2,1.0,65000.0,credit_card,CA,0.2095,0.0,6.0,0,0
31508,7200.0,1,0.07139999999999999,A,A3,3.0,115731.0,debt_consolidation,MD,0.0564,1.0,8.0,0,0
31509,10000.0,1,0.1348,C,C3,2.0,35000.0,debt_consolidation,PA,0.15259999999999999,0.0,6.0,0,0
31510,11500.0,1,0.0788,A,A5,10.0,42000.0,credit_card,CO,0.032,1.0,7.0,0,0
31511,3000.0,1,0.0788,A,A5,3.0,36000.0,debt_consolidation,CA,0.092,0.0,4.0,0,0
31512,8000.0,1,0.09880000000000001,B,B1,10.0,74500.0,debt_consolidation,IL,0.034,0.0,8.0,0,0
31513,6500.0,1,0.1099,B,B4,10.0,71046.94,other,GA,0.1351,2.0,16.0,0,0
31514,6250.0,1,0.16820000000000002,E,E2,1.0,19250.0,debt_consolidation,CO,0.1465,0.0,4.0,0,0
31515,21250.0,1,0.1025,B,B2,3.0,53000.0,credit_card,MA,0.2409,3.0,7.0,0,0
31516,15000.0,1,0.1348,C,C3,5.0,37818.0,debt_consolidation,NY,0.0825,0.0,9.0,0,0
31517,2000.0,1,0.1422,C,C5,4.0,30000.0,home_improvement,IL,0.1648,3.0,2.0,0,0
31518,15000.0,1,0.10619999999999999,B,B3,10.0,46551.0,debt_consolidation,GA,0.0675,2.0,5.0,0,0
31519,12000.0,1,0.10619999999999999,B,B3,0.0,34132.8,debt_consolidation,GA,0.1972,2.0,9.0,0,0
31520,10000.0,1,0.1348,C,C3,5.0,35000.0,debt_consolidation,CT,0.1413,0.0,9.0,0,0
31521,10000.0,1,0.07139999999999999,A,A3,10.0,67000.0,home_improvement,OH,0.2346,1.0,8.0,0,0
31522,7000.0,1,0.1273,C,C1,3.0,41000.0,debt_consolidation,IL,0.2336,2.0,8.0,0,0
31523,18000.0,1,0.0788,A,A5,10.0,50000.0,debt_consolidation,GA,0.0106,1.0,9.0,0,0
31524,14500.0,1,0.13849999999999998,C,C4,3.0,43200.0,debt_consolidation,CA,0.2372,1.0,12.0,0,1
31525,24000.0,1,0.10619999999999999,B,B3,10.0,320000.0,credit_card,CA,0.0432,1.0,12.0,0,1
31526,2500.0,1,0.09880000000000001,B,B1,10.0,43200.0,major_purchase,FL,0.0,0.0,2.0,0,0
31527,15000.0,1,0.1099,B,B4,3.0,63000.0,credit_card,OH,0.115,0.0,10.0,0,0
31528,3000.0,1,0.1793,E,E5,5.0,42000.0,other,CA,0.10369999999999999,0.0,3.0,0,0
31529,18000.0,1,0.1311,C,C2,5.0,50000.0,debt_consolidation,NJ,0.07440000000000001,1.0,8.0,0,0
31530,10000.0,1,0.1273,C,C1,10.0,120000.0,debt_consolidation,NJ,0.174,0.0,8.0,0,0
31531,20000.0,1,0.17559999999999998,E,E4,0.0,90000.0,other,WA,0.1241,0.0,9.0,0,1
31532,16000.0,1,0.0788,A,A5,4.0,73000.0,debt_consolidation,TX,0.095,0.0,11.0,0,0
31533,12800.0,1,0.1311,C,C2,10.0,70000.0,debt_consolidation,IL,0.13970000000000002,0.0,15.0,0,0
31534,22000.0,1,0.1099,B,B4,6.0,82000.0,debt_consolidation,DC,0.12789999999999999,0.0,5.0,0,0
31535,16750.0,1,0.0788,A,A5,4.0,28000.0,medical,TX,0.17010000000000003,0.0,9.0,0,0
31536,24250.0,1,0.13849999999999998,C,C4,2.0,306000.0,debt_consolidation,MA,0.1032,0.0,12.0,0,0
31537,9250.0,1,0.1311,C,C2,6.0,43000.0,debt_consolidation,GA,0.13,0.0,8.0,0,0
31538,11200.0,1,0.07139999999999999,A,A3,9.0,46873.12,debt_consolidation,NH,0.0981,1.0,14.0,0,0
31539,25000.0,1,0.1459,D,D1,3.0,80000.0,debt_consolidation,VA,0.1421,1.0,9.0,0,0
31540,4000.0,1,0.1348,C,C3,2.0,24000.0,other,TX,0.1285,0.0,8.0,0,0
31541,25000.0,1,0.1459,D,D1,10.0,138571.0,debt_consolidation,MD,0.0722,1.0,15.0,0,0
31542,6000.0,1,0.11359999999999999,B,B5,5.0,72000.0,home_improvement,OR,0.1705,0.0,9.0,0,0
31543,5550.0,1,0.11359999999999999,B,B5,5.0,31000.0,car,MA,0.0159,0.0,4.0,0,1
31544,6000.0,1,0.1025,B,B2,2.0,62000.0,credit_card,NJ,0.2433,0.0,20.0,0,0
31545,13500.0,1,0.1099,B,B4,10.0,53184.0,debt_consolidation,NV,0.1284,0.0,6.0,0,0
31546,12500.0,1,0.1311,C,C2,5.0,60000.0,debt_consolidation,MO,0.1822,1.0,7.0,0,0
31547,25000.0,1,0.1273,C,C1,0.0,80000.0,debt_consolidation,VA,0.12240000000000001,1.0,7.0,0,0
31548,7000.0,1,0.0788,A,A5,2.0,28038.0,debt_consolidation,MO,0.1451,1.0,6.0,0,0
31549,12000.0,1,0.1348,C,C3,10.0,43000.0,debt_consolidation,FL,0.15039999999999998,0.0,7.0,0,0
31550,3000.0,1,0.1273,C,C1,9.0,68000.0,other,WY,0.19219999999999998,1.0,8.0,1,0
31551,3000.0,1,0.1496,D,D2,2.0,67000.0,other,PA,0.1309,0.0,3.0,0,0
31552,8400.0,1,0.0788,A,A5,2.0,55000.0,debt_consolidation,MA,0.1008,0.0,5.0,0,0
31553,15000.0,1,0.0788,A,A5,10.0,50000.0,debt_consolidation,CA,0.0946,0.0,6.0,0,0
31554,3500.0,1,0.1607,D,D5,2.0,15600.0,major_purchase,CT,0.0362,1.0,3.0,0,0
31555,16000.0,1,0.10619999999999999,B,B3,10.0,135000.0,credit_card,NY,0.1003,0.0,9.0,0,0
31556,5500.0,1,0.1273,C,C1,2.0,44400.0,other,KY,0.1668,0.0,3.0,0,0
31557,11000.0,1,0.0751,A,A4,2.0,70000.0,debt_consolidation,MA,0.11710000000000001,1.0,13.0,0,0
31558,10700.0,1,0.1422,C,C5,0.0,150000.0,credit_card,NY,0.1699,0.0,16.0,0,0
31559,6000.0,1,0.1311,C,C2,1.0,20000.0,other,NJ,0.0564,0.0,2.0,0,0
31560,8400.0,1,0.0788,A,A5,0.0,42000.0,credit_card,WA,0.1074,0.0,6.0,0,0
31561,13000.0,1,0.1273,C,C1,8.0,36000.0,debt_consolidation,CO,0.22829999999999998,0.0,12.0,0,0
31562,15000.0,1,0.1025,B,B2,3.0,81120.0,credit_card,WA,0.1525,1.0,10.0,0,0
31563,10000.0,1,0.09880000000000001,B,B1,10.0,60000.0,debt_consolidation,NY,0.081,0.0,8.0,0,0
31564,12000.0,1,0.10619999999999999,B,B3,4.0,30000.0,other,NH,0.146,1.0,5.0,0,0
31565,8250.0,1,0.11359999999999999,B,B5,4.0,33000.0,debt_consolidation,WA,0.1153,1.0,7.0,1,0
31566,8000.0,1,0.0788,A,A5,10.0,36000.0,debt_consolidation,OH,0.1027,0.0,15.0,0,0
31567,6000.0,1,0.1099,B,B4,3.0,106000.0,credit_card,VA,0.1953,0.0,24.0,0,0
31568,12000.0,1,0.0788,A,A5,0.0,60000.0,wedding,CA,0.0542,1.0,7.0,0,0
31569,10000.0,1,0.1099,B,B4,10.0,37000.0,home_improvement,GA,0.0808,0.0,4.0,0,0
31570,8550.0,1,0.1025,B,B2,5.0,42000.0,debt_consolidation,CA,0.1889,0.0,8.0,0,1
31571,6500.0,1,0.1099,B,B4,2.0,45600.0,debt_consolidation,OR,0.1324,0.0,8.0,0,0
31572,6400.0,1,0.09880000000000001,B,B1,1.0,37850.0,house,TX,0.1322,1.0,5.0,0,0
31573,25000.0,1,0.157,D,D4,3.0,47000.0,debt_consolidation,CA,0.1085,0.0,6.0,0,0
31574,5000.0,1,0.0788,A,A5,10.0,103992.0,moving,MO,0.09699999999999999,2.0,14.0,0,0
31575,10000.0,1,0.0751,A,A4,4.0,33078.0,debt_consolidation,WI,0.10859999999999999,1.0,7.0,0,0
31576,11000.0,1,0.0788,A,A5,9.0,43000.0,credit_card,FL,0.1462,1.0,12.0,0,0
31577,10000.0,1,0.09880000000000001,B,B1,0.0,43200.0,major_purchase,WA,0.13390000000000002,0.0,4.0,0,1
31578,6000.0,1,0.1459,D,D1,10.0,54000.0,moving,NY,0.0653,1.0,13.0,0,0
31579,18500.0,1,0.1099,B,B4,4.0,60000.0,home_improvement,FL,0.248,0.0,11.0,0,0
31580,20000.0,1,0.1273,C,C1,10.0,130208.0,other,CA,0.0177,0.0,3.0,0,0
31581,2800.0,1,0.1025,B,B2,8.0,40000.0,credit_card,CA,0.2202,0.0,10.0,0,0
31582,2500.0,1,0.1459,D,D1,3.0,52000.0,debt_consolidation,CA,0.1311,1.0,8.0,0,0
31583,21600.0,1,0.13849999999999998,C,C4,10.0,77248.0,debt_consolidation,MD,0.1748,0.0,12.0,0,0
31584,17600.0,1,0.1348,C,C3,3.0,77000.0,credit_card,WA,0.132,0.0,10.0,0,0
31585,5000.0,1,0.1459,D,D1,2.0,42000.0,small_business,NY,0.1771,0.0,9.0,0,0
31586,9000.0,1,0.1533,D,D3,10.0,62839.0,major_purchase,NY,0.0288,3.0,10.0,0,0
31587,13750.0,1,0.1422,C,C5,10.0,30000.0,debt_consolidation,VA,0.1888,1.0,24.0,0,0
31588,1750.0,1,0.1273,C,C1,3.0,11440.0,other,VA,0.18460000000000001,1.0,10.0,0,1
31589,10000.0,1,0.1099,B,B4,7.0,86000.0,major_purchase,CT,0.0,0.0,4.0,0,0
31590,11000.0,1,0.11359999999999999,B,B5,8.0,70000.0,debt_consolidation,GA,0.18530000000000002,3.0,24.0,0,0
31591,24250.0,1,0.11359999999999999,B,B5,0.0,115200.0,credit_card,MD,0.1319,0.0,9.0,0,0
31592,6525.0,1,0.1607,D,D5,1.0,38000.0,other,MD,0.1011,1.0,3.0,0,0
31593,10000.0,1,0.1793,E,E5,10.0,85680.0,debt_consolidation,MI,0.08470000000000001,0.0,10.0,0,0
31594,3000.0,1,0.1273,C,C1,0.0,42000.0,credit_card,CA,0.2234,0.0,10.0,0,0
31595,10000.0,1,0.10619999999999999,B,B3,5.0,125000.0,other,TX,0.1424,6.0,15.0,0,1
31596,14500.0,1,0.0788,A,A5,8.0,92400.0,debt_consolidation,TX,0.19469999999999998,3.0,13.0,0,0
31597,7000.0,1,0.1348,C,C3,10.0,55000.0,debt_consolidation,VA,0.24239999999999998,0.0,11.0,0,0
31598,2500.0,1,0.0639,A,A1,10.0,65000.0,home_improvement,CO,0.0705,0.0,9.0,0,0
31599,9000.0,1,0.1025,B,B2,5.0,120000.0,medical,CA,0.0393,0.0,5.0,0,0
31600,13000.0,1,0.0788,A,A5,8.0,56000.0,debt_consolidation,MN,0.1716,0.0,12.0,0,0
31601,1200.0,1,0.1311,C,C2,10.0,54000.0,debt_consolidation,TX,0.0547,0.0,5.0,0,0
31602,24000.0,1,0.1025,B,B2,0.0,100000.0,debt_consolidation,MD,0.0863,0.0,6.0,0,0
31603,15000.0,1,0.09880000000000001,B,B1,10.0,40000.0,debt_consolidation,NY,0.11220000000000001,0.0,8.0,0,0
31604,21000.0,1,0.11359999999999999,B,B5,10.0,90000.0,other,CA,0.1509,1.0,6.0,0,0
31605,9000.0,1,0.1099,B,B4,5.0,28800.0,debt_consolidation,CA,0.1867,0.0,9.0,0,0
31606,8000.0,1,0.1607,D,D5,10.0,72000.0,medical,SC,0.1418,2.0,11.0,0,0
31607,22000.0,1,0.1311,C,C2,10.0,49000.0,debt_consolidation,NJ,0.2122,2.0,23.0,0,1
31608,3000.0,1,0.1099,B,B4,0.0,13200.0,debt_consolidation,SC,0.1418,2.0,7.0,0,1
31609,7500.0,1,0.10619999999999999,B,B3,2.0,165000.0,major_purchase,NY,0.0167,3.0,5.0,0,0
31610,10000.0,1,0.1273,C,C1,2.0,21000.0,credit_card,TX,0.0271,0.0,5.0,0,0
31611,10000.0,1,0.1273,C,C1,3.0,65000.0,debt_consolidation,NY,0.058499999999999996,0.0,6.0,0,0
31612,14500.0,1,0.0788,A,A5,10.0,72000.0,home_improvement,CA,0.0025,0.0,11.0,0,0
31613,16000.0,1,0.1025,B,B2,8.0,53000.0,debt_consolidation,MO,0.1195,2.0,19.0,0,0
31614,17500.0,1,0.13849999999999998,C,C4,10.0,49270.0,credit_card,CA,0.23190000000000002,0.0,11.0,0,0
31615,6000.0,1,0.1273,C,C1,2.0,27000.0,major_purchase,PA,0.2071,0.0,5.0,0,0
